Style,ATS COLOR,COLOR,SIZE,URL,INDEX
0654,RYL, Royal,10,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654,RYL, Royal,12,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654,RYL, Royal,14,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654,RYL, Royal,16,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654,RYL, Royal,18,https://dl.dropboxusercontent.com/s/vpd96zmvyi6e964/0654%20royal_wm.jpg?dl=0,0
0654W,BLK, Black,14W,https://dl.dropboxusercontent.com/s/i4uhxsevvqoz07b/0654%20black_wm.jpg?dl=0,0
0654W,BLK, Black,16W,https://dl.dropboxusercontent.com/s/i4uhxsevvqoz07b/0654%20black_wm.jpg?dl=0,0
0654W,BLK, Black,18W,https://dl.dropboxusercontent.com/s/i4uhxsevvqoz07b/0654%20black_wm.jpg?dl=0,0
0654W,BLK, Black,20W,https://dl.dropboxusercontent.com/s/i4uhxsevvqoz07b/0654%20black_wm.jpg?dl=0,0
0654W,BLK, Black,22W,https://dl.dropboxusercontent.com/s/i4uhxsevvqoz07b/0654%20black_wm.jpg?dl=0,0
0654W,BLK, Black,24W,https://dl.dropboxusercontent.com/s/i4uhxsevvqoz07b/0654%20black_wm.jpg?dl=0,0
0654W,BLK, Black,26W,https://dl.dropboxusercontent.com/s/i4uhxsevvqoz07b/0654%20black_wm.jpg?dl=0,0
0654W,PURPLE, Purple,14W,https://dl.dropboxusercontent.com/s/rvwxmgbvab9mh9n/0654%20purple_wm.jpg?dl=0,0
0654W,PURPLE, Purple,16W,https://dl.dropboxusercontent.com/s/rvwxmgbvab9mh9n/0654%20purple_wm.jpg?dl=0,0
0654W,PURPLE, Purple,18W,https://dl.dropboxusercontent.com/s/rvwxmgbvab9mh9n/0654%20purple_wm.jpg?dl=0,0
0654W,PURPLE, Purple,20W,https://dl.dropboxusercontent.com/s/rvwxmgbvab9mh9n/0654%20purple_wm.jpg?dl=0,0
0654W,PURPLE, Purple,22W,https://dl.dropboxusercontent.com/s/rvwxmgbvab9mh9n/0654%20purple_wm.jpg?dl=0,0
