D1323,SILVER,,,,,,,,,,,,,,,,,,,,7,,,
D1323,WHITE,,,,,,,,,,,,,,,,,,,,,,2,3
D1324,DENIM DOT,,,,,,,,,,,,,,,,,,,,3,,3,
D1326P,YELLOW PRINT,,,,,,,,,,,,,,,,,,,,5,,,
D1327,GREEN/PINK,,,,,,,,,,,,,,,,,,,,6,,,
D1327,ROYAL,,,,,,,,,,,,,,,,,,,,,,,
D1327,GREEN,,,,,,,,,,,,,,,,,,,,,,,5
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
D1329,WHITE,,,1,3,,,,,1,,,,,,,,,,,,,,
D1329,CORAL PINK,,,3,,,,,,,,,,,,,,,,,,,,
D1329W,WHITE,,,,,,,,,1,,,,,,,,,,,,,,
D1331,RAINBOW,,,,,,,,,,,,,,,,,,,,6,,,
D1331,RED,,,,,,,,,,,,,,,,,,,,,,,
D1332,BLACK/WHITE,,,,,,,,,,,,,,,,,,,5,,,,
D1332,WHITE/WHITE,,,,,,,,,,,,,,,,,,,,4,,,
D1332,BLACK/BLACK,,,,,,,,,,,,,,,,,,,1,,,,
D1333,NAVY,,,,,1,3,,4,6,2,,,,,,,,,,,,,
D1333,IVORY,,,,6,,,,,,,,,,,,,,,,,,,
D1333W,NAVY,,,,,,,,4,6,2,,,,,,,,,,,,,
D1334W,PURPLE,,,,,,,,7,,,,,,,,,,,,,,,
D1334W,NAVY,,,,,,,,,,,,1,1,1,,,,,,,,,
D1336W,WHITE/BLACK,,,,,,,,,,,,,1,,,,,,,,,,
D1340,GOLD/RED/BLACK,,,,,,,,,1,,6,,,,,,,,,,,,
D1340W,GOLD/RED/BLACK,,,,,,,,,1,,6,,,,,,,,,,,,
D1341,ORANGE MULTI,,,,1,5,,4,,,,,,5,,,,,,,,,,
D1341W,ORANGE MULTI,,,,,,,,,,,,,5,,,,,,,,,,
D1344,GOLD/BLACK,0,,,,5,,,7,3,2,4,4,,6,,,,,,,,,
D1344,N/A,1,,,,,,,,,,,,,,2,,,,,,,,
D1344W,GOLD/BLACK,,,,,,,,7,3,2,4,4,,6,,,,,,,,,
D1344W,N/A,,,,,,,,,,,,,,,2,,,,,,,,
D1345,SAPPHIRE,,,,1,,,,7,,,,,,,,,,,,,,,
D1345,GOLD,,,,,,,,,,,5,,,,,,,,,,,,
D1345W,SAPPHIRE,,,,,,,,7,,,,,,,,,,,,,,,
D1345W,GOLD,,,,,,,,,,,5,,,,,,,,,,,,
D1346,WHITE,,,,,5,,,6,,,,,,,,2,,,,,,,
D1346,BLACK,,,,2,,,6,,3,,,,,1,,,,,,,,,
D1346W,WHITE,,,,,,,,6,,,,,,,,2,,,,,,,
D1346W,BLACK,,,,,,,,,3,,,,,1,,,,,,,,,
D1349,BLACK/PINK,,,,,,,,,,,,,,,2,,,,,,,,
D1349W,BLACK/PINK,,,,,,,,,,,,,,,2,,,,,,,,
D1353,ICE BLUE,,6,,,,,,,,,,,,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
D1353,WHITE,,6,,,,,,,,,,,,,,,,,,,,,
D1423,DARK SILVER,,,5,3,,,,,,,,,7,,,,,,,,,,
D1423,SILVER,,,,,,,,,,,1,1,,,,,,,,,,,
D1423B,BLACK,,,,,,,4,,1,6,7,,,,,,,,,,,,
D1423B,CHAMPAGNE,,,1,,,,,,,,,,,,,,,,,,,,
D1423BW,BLACK,,,,,,,,,1,6,7,,,,,,,,,,,,
D1423W,DARK SILVER,,,,,,,,,,,,,7,,,,,,,,,,
D1423W,SILVER,,,,,,,,,,,1,1,,,,,,,,,,,
D1424,BURGUNDY,,,,6,,,,1,,,,1,3,4,,,,,,,,,
D1424,CHAMPAGNE,,,,,,,3,,,4,,,7,,,,,,,,,,
D1424,WHITE,,,,,,4,,4,,,,,,,,,,,,,,,
D1424,ROYAL,,,,,,,,,,,,,5,2,,,,,,,,,
D1424,BLACK,,,5,,,,,,,,,,,,,,,,,,,,
D1424W,CHAMPAGNE,,,,,,,,,,4,,,7,,,,,,,,,,
D1424W,BURGUNDY,,,,,,,,1,,,,1,3,4,,,,,,,,,
D1424W,ROYAL,,,,,,,,,,,,,5,2,,,,,,,,,
D1424W,WHITE,,,,,,,,4,,,,,,,,,,,,,,,
D1435,WHITE,0,2,5,,,,,,,,,,,,,6,6,6,,,,,
D1435,BLACK,0,,4,,,,,,,,,,,,7,,,,,,,,
D1435,PURPLE,4,7,,,,,,,,,,,,,,,,,,,,,
D1435,SAPPHIRE,0,2,,,,,,,,,,,6,,,3,,,,,,,
D1435,LAVENDER,0,6,2,,,,,,,,,,,,,,,,,,,,
D1435W,WHITE,,,,,,,,,,,,,,,,6,6,6,,,,,
D1435W,SAPPHIRE,,,,,,,,,,,,,6,,,3,,,,,,,
D1435W,BLACK,,,,,,,,,,,,,,,7,,,,,,,,
D1446W,SOFT PINK/BLACK,,,,,,,,3,5,7,4,,7,7,,,,,,,,,
D1446W,NAVY/WHITE,,,,,,,,,1,6,5,,,3,,,,,,,,,
D1446W,PURPLE/BLACK,,,,,,,,,,,,2,4,5,,,,,,,,,
D1446W,RED/BLACK,,,,,,,,,,,,6,2,,,,,,,,,,
D1450,LIME,,,,,,,3,,3,6,6,7,4,,,,,,,,,,
D1450,PURPLE,,,,,,,5,,,4,6,,,,,,,,,,,,
D1450,ROYAL,,,,,,,4,,,1,,,3,3,,,,,,,,,
D1450,BLACK,,,,,,,,,,,,,6,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
D1450,IVORY,,,,,,,,,,3,2,,,,,,,,,,,,
D1450W,LIME,,,,,,,,,3,6,6,7,4,,,,,,,,,,
D1450W,PURPLE,,,,,,,,,,4,6,,,,,,,,,,,,
D1450W,ROYAL,,,,,,,,,,1,,,3,3,,,,,,,,,
D1450W,BLACK,,,,,,,,,,,,,6,,,,,,,,,,
D1450W,IVORY,,,,,,,,,,3,2,,,,,,,,,,,,
D1451,BLACK,,6,,6,,,,1,,,,,,,,,,,,,,,
D1451,CRANBERRY,,7,,,,,,4,,,,,,,,,,,,,,,
D1451,WHITE,,,3,,,,,7,,,,,,,,,,,,,,,
D1451W,WHITE,,,,,,,,7,,,,,,,,,,,,,,,
D1451W,CRANBERRY,,,,,,,,4,,,,,,,,,,,,,,,
D1451W,BLACK,,,,,,,,1,,,,,,,,,,,,,,,
D1453,PINK,,,7,3,6,3,,4,,,3,,7,,,,,,,,,,
D1453,ICE BLUE,,,,5,,,,,,,,,,,,,,,,,,,
D1453W,PINK,,,,,,,,4,,,3,,7,,,,,,,,,,
D1457W,WHITE/PINK,,,,,,,,,6,,7,,5,,,,,,,,,,
D1457W,WHITE/BLUE,,,,,,,,,5,6,6,,,,,,,,,,,,
D1458,BURGUNDY,,,,2,,,,4,,4,4,4,,,,,,,,,,,
D1458,WHITE,,,,,,,6,,,3,3,,,1,,,,,,,,,
D1458,GREEN,,,,,,,2,,5,,1,1,1,1,,,,,,,,,
D1458,PINK,,1,,,,,,,,2,,6,,,,,,,,,,,
D1458,NAVY,,,6,,,,,,,,,,,,,,,,,,,,
D1458W,BURGUNDY,,,,,,,,4,,4,4,4,,,,,,,,,,,
D1458W,GREEN,,,,,,,,,5,,1,1,1,1,,,,,,,,,
D1458W,PINK,,,,,,,,,,2,,6,,,,,,,,,,,
D1458W,WHITE,,,,,,,,,,3,3,,,1,,,,,,,,,
D1467W,LILAC/BLACK,,,,,,,,,,3,6,6,5,,,,,,,,,,
D1467W,ORANGE/BLACK,,,,,,,,,2,4,6,5,1,,,,,,,,,,
D1468,LIME/WHITE,,,,,,,,6,,6,,,,,,,,,,,,,
D1468,PINK/WHITE,,,2,,,1,7,,,,,,,1,,,,,,,,,
D1468,YELLOW/WHITE,,,4,,,,,,,1,1,,1,,,,,,,,,,
D1468,WHITE,,2,,,,,,,,,,,,,,,,,,,,,
D1468W,LIME/WHITE,,,,,,,,6,,6,,,,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
D1468W,YELLOW/WHITE,,,,,,,,,,1,1,,1,,,,,,,,,,
D1468W,PINK/WHITE,,,,,,,,,,,,,,1,,,,,,,,,
D1469W,WHITE,,,,,,,,,,,,,6,6,,,,,,,,,
D1469W,GOLD/BLACK,,,,,,,,,,,,6,3,,,,,,,,,,
D1469W,RED/BLACK,,,,,,,,,,,,2,,,,,,,,,,,
D1473,BLACK,,,,6,,,,,,3,2,4,5,,,,,,,,,,
D1473,NAVY,,,,,,2,,,,,,,,,,,,,,,,,
D1473W,BLACK,,,,,,,,,,3,2,4,5,,,,,,,,,,
D1474,IVORY,,,4,7,,,,4,7,,,,4,,,,,,,,,,
D1474,BLACK,,,,,7,6,1,,,,,4,,,,,,,,,,,
D1474W,IVORY,,,,,,,,4,7,,,,4,,,,,,,,,,
D1474W,BLACK,,,,,,,,,,,,4,,,,,,,,,,,
D1475,WHITE,,,,,,,,,,,,,,,,,,,,4,,,
D1475,KHAKI,,,,,,,,,,,,,,,,,,,,2,1,,
D1475,DENIM BLUE,,,,,,,,,,,,,,,,,,,,,,1,
D1476,DENIM BLUE,,,,,,,,,,,,,,,,,,,5,7,,,
D1476,LAVENDER,,,,,,,,,,,,,,,,,,,,4,,,
D1479,PURPLE,,,1,1,,7,,5,,,7,,,7,,,,,,,,,
D1479,BLUE,,,,2,6,,6,,,,,,,,,,,,,,,,
D1479,BLACK,,,7,,,,,3,,,,,,,,,,,,,,,
D1479W,PURPLE,,,,,,,,5,,,7,,,7,,,,,,,,,
D1479W,BLACK,,,,,,,,3,,,,,,,,,,,,,,,
D1481,HOT PINK,,,,,,,1,2,,,,,,,,,,,,,,,
D1481W,HOT PINK,,,,,,,,2,,,,,,,,,,,,,,,
D1483,WHITE/LAVENDER,,,,2,3,4,6,,4,5,,,,,,,,,,,,,
D1483,BLACK/GREEN,,,3,,,,,1,,,,,2,,,,,,,,,,
D1483,WHITE/BLACK,,,,,,,2,,2,,,,,,,,,,,,,,
D1483W,WHITE/LAVENDER,,,,,,,,,4,5,,,,,,,,,,,,,
D1483W,BLACK/GREEN,,,,,,,,1,,,,,2,,,,,,,,,,
D1483W,WHITE/BLACK,,,,,,,,,2,,,,,,,,,,,,,,
D1484,LIME,,3,6,,,,,4,,,,,,,,,,,,,,,
D1484,LEMON YELLOW,,1,3,1,,,5,1,,,,,,,,,,,,,,,
D1484W,LIME,,,,,,,,4,,,,,,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
D1484W,LEMON YELLOW,,,,,,,,1,,,,,,,,,,,,,,,
D1485,DARK LIME,,2,3,5,1,5,6,,2,3,3,1,1,2,,,,,,,,,
D1485,ICE BLUE,,1,3,,,,6,,,,,,,,,,,,,,,,
D1485,ROSE PINK,,,,,,2,,,,,,,,,,,,,,,,,
D1485W,DARK LIME,,,,,,,,,2,3,3,1,1,2,,,,,,,,,
D1486,NAVY,,,4,,6,,,,,,,4,3,2,,,,,,,,,
D1486,WHITE,,,2,,,,3,,,,,,,,,,,,,,,,
D1486W,NAVY,,,,,,,,,,,,4,3,2,,,,,,,,,
D1489,DENIM BLUE,,,,,,,,,,,,,,,,,,,,,,,3
D1490,WHITE,,,,1,5,5,2,6,,5,,,,,,,,,,,,,
D1490W,WHITE,,,,,,,,6,,5,,,,,,,,,,,,,
D1493,SILVER,,,,,1,,,,,,4,,,,,,,,,,,,
D1493,WHITE,,,,,,1,,,,,,4,,,,,,,,,,,
D1493,BLACK,,,,,,,,,,1,,,,,,,,,,,,,
D1493W,SILVER,,,,,,,,,,,4,,,,,,,,,,,,
D1493W,WHITE,,,,,,,,,,,,4,,,,,,,,,,,
D1493W,BLACK,,,,,,,,,,1,,,,,,,,,,,,,
D1494,IVORY,,,1,5,,,7,5,,,,,,4,,,,,,,,,
D1494,PINK,,,,,,,,4,,,,,4,,,,,,,,,,
D1494W,IVORY,,,,,,,,5,,,,,,4,,,,,,,,,
D1494W,PINK,,,,,,,,4,,,,,4,,,,,,,,,,
D1495,NAVY,,,7,6,,,,,,,,,,7,,,,,,,,,
D1495W,NAVY,,,,,,,,,,,,,,7,,,,,,,,,
D1496,BLUE,,,,,,,7,5,6,,6,,,,,,,,,,,,
D1496W,BLUE,,,,,,,,5,6,,6,,,,,,,,,,,,
D1498,NAVY,,,2,,7,,,,,,,,,,,,,,,,,,
D1498,PURPLE/GOLD,,,2,,,,,,,,,,,,,,,,,,,,
D1499,CHAMPAGNE,,5,,,,,,,,,,,,,,,,,,,,,
D1499,WHITE,,,3,,,,,,,,,,,,,,,,,,,,
D1500,IVORY,,,,,,,,,,,1,,,,,,,,,,,,
D1500W,IVORY,,,,,,,,,,,1,,,,,,,,,,,,
D1501,BLACK,,3,,4,,,,,,,,,,,,,,,,,,,
D1502,BLACK/PINK,,,1,,2,2,1,4,5,6,6,2,1,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
D1502,BLACK/GREEN,,,4,,,,,4,6,6,4,,1,,,,,,,,,,
D1502W,BLACK/PINK,,,,,,,,4,5,6,6,2,1,,,,,,,,,,
D1502W,BLACK/GREEN,,,,,,,,4,6,6,4,,1,,,,,,,,,,
D1503,WHITE,,,,,,,,,1,1,,,,,,,,,,,,,
D1503W,WHITE,,,,,,,,,1,1,,,,,,,,,,,,,
D1504,CHAMPAGNE,,7,,,,,,,,,,,,,,,,,,,,,
D1505,OLIVE,,,,,,,4,7,7,7,3,5,3,,,,,,,,,,
D1505W,OLIVE,,,,,,,,7,7,7,3,5,3,,,,,,,,,,
G0842,WHITE/TURQUOISE,,7,,,,,,,,,,,,,,,,,,,,,
G0844,WHITE,,,4,,6,,6,,,,6,,,,,,,,,,,,
G0844,GOLD/BLACK,,,7,6,,,,,,,,7,,,,,,,,,,,
G0844,SILVER,,,,7,,,,5,,,,,,5,,,,,,,,,
G0844,CHAMPAGNE,,,,4,3,1,1,,,,,,,,,,,,,,,,
G0844,ICE BLUE,,,,,,,,,,5,,,4,,,,,,,,,,
G0844,BLACK,,,,,,,,,,,,4,,,,,,,,,,,
G0844W,SILVER,,,,,,,,5,,,,,,5,,,,,,,,,
G0844W,ICE BLUE,,,,,,,,,,5,,,4,,,,,,,,,,
G0844W,GOLD/BLACK,,,,,,,,,,,,7,,,,,,,,,,,
G0844W,WHITE,,,,,,,,,,,6,,,,,,,,,,,,
G0844W,BLACK,,,,,,,,,,,,4,,,,,,,,,,,
G1007,WHITE,,,,,,,5,,,3,3,6,7,7,,,,,,,,,
G1007,RED,,3,6,,,,,,5,,,7,,,,,,,,,,,
G1007,PINK,,,1,5,1,,2,,,,,,,,,,,,,,,,
G1007,GOLD,,,6,,,,,,,,,,,,,,,,,,,,
G1007,BLACK,,,,,,,,,,,,,,4,,,,,,,,,
G1007,CHOCOLATE,,,2,,,,,,,,,,,,,,,,,,,,
G1007,LAVENDER,,2,,,,,,,,,,,,,,,,,,,,,
G1007W,WHITE,,,,,,,,,,3,3,6,7,7,,,,,,,,,
G1007W,RED,,,,,,,,,5,,,7,,,,,,,,,,,
G1007W,BLACK,,,,,,,,,,,,,,4,,,,,,,,,
G1011,WHITE,,3,,,,,,,,,,,4,,,,,,,,,,
G1011,CHAMPAGNE,,4,,,,,,,,,,,,,,,,,,,,,
G1011,RED,,4,,,,,,,,,,,,,,,,,,,,,
Style,Color,6,8,10,12,14,16,18,14w,16w,18w,20w,22w,24w,26w,28w,30w,32w,S,M,L,XL,1X,2X
G1011W,WHITE,,,,,,,,,,,,,4,,,,,,,,,,
G1018,GINGER,,,,,,,,,3,2,3,,7,1,,,,,,,,,
G1018,CRANBERRY,,,,,,,,,,,1,3,1,5,,,,,,,,,
G1018,WHITE,,,,,,,,,,,,,6,,,,,,,,,,
G1018,BLACK,,,1,1,,,1,,1,,,1,,,,,,,,,,,
G1018,SOFT PINK,,,,,,,,,,,,,,,4,,,,,,,,
G1018,PURPLE,,,,,,1,1,,,,,,,,,,,,,,,,
G1018,NAVY,,,,,,,,,,,,,1,,,,,,,,,,
G1018W,GINGER,,,,,,,,,3,2,3,,7,1,,,,,,,,,
G1018W,CRANBERRY,,,,,,,,,,,1,3,1,5,,,,,,,,,
G1018W,WHITE,,,,,,,,,,,,,6,,,,,,,,,,
G1018W,SOFT PINK,,,,,,,,,,,,,,,4,,,,,,,,
G1018W,BLACK,,,,,,,,,1,,,1,,,,,,,,,,,
G1018W,NAVY,,,,,,,,,,,,,1,,,,,,,,,,
G1041,PURPLE,,,4,,,4,,2,,,3,,6,,,,,,,,,,
G1041W,PURPLE,,,,,,,,2,,,3,,6,,,,,,,,,,
G1045,LIME/BLACK,,,,4,,,7,4,,,,,5,,,,,,,,,,
G1045,HOT PINK/BLACK,,,,5,,,,,,,,,,,,,,,,,,,
G1045,ROYAL/BLACK,,,2,,,,,,,,,,,,,,,,,,,,
G1045W,LIME/BLACK,,,,,,,,4,,,,,5,,,,,,,,,,
G1051,GOLD,,,,,,2,,1,4,4,,,3,,,,,,,,,,
G1051W,GOLD,,,,,,,,1,4,4,,,3,,,,,,,,,,
G1055,NAVY/WHITE,,,,,,1,,,7,,,,,,,,,,,,,,
G1055W,NAVY/WHITE,,,,,,,,,7,,,,,,,,,,,,,,
G1056,PURPLE/WHITE,,,2,7,,,,,,5,,,,,,,,,,,,,
G1056W,PURPLE/WHITE,,,,,,,,,,5,,,,,,,,,,,,,
G1060,OFF WHITE,,,,,3,1,1,1,4,3,,,4,,,,,,,,,,
G1060,LAVENDER,,,,,2,2,,,,,,,,,,,,,,,,,
G1060W,OFF WHITE,,,,,,,,1,4,3,,,4,,,,,,,,,,
G1062,FUCHSIA,,1,4,,,,,,,,,,,,,,,,,,,,
G1062,MUSTARD,,,,,,,,,,,,,5,,,,,,,,,,
