Style,Supplier SKU,UPC,Title,Description,Size,Color,URL,,,,,
D1435,D1435W-BLK-18W,,,,18W,BLK,,,,,,
D1435,D1435W-BLK-20W,,,,20W,BLK,,,,,,
D1435,D1435W-BLK-22W,,,,22W,BLK,,,,,,
D1435,D1435W-BLK-24W,,,,24W,BLK,,,,,,
D1435,D1435W-BLK-26W,,,,26W,BLK,,,,,,
D1435,D1435W-BLK-28W,,,,28W,BLK,,,,,,
D1435,D1435W-PURPLE-14W,,,,14W,PURPLE,,,,,,
D1435,D1435W-PURPLE-16W,,,,16W,PURPLE,,,,,,
D1435,D1435W-PURPLE-18W,,,,18W,PURPLE,,,,,,
D1435,D1435W-PURPLE-20W,,,,20W,PURPLE,,,,,,
D1435,D1435W-PURPLE-22W,,,,22W,PURPLE,,,,,,
D1435,D1435W-PURPLE-24W,,,,24W,PURPLE,,,,,,
D1435,D1435W-PURPLE-26W,,,,26W,PURPLE,,,,,,
D1435,D1435W-PURPLE-28W,,,,28W,PURPLE,,,,,,
D1435,D1435W-PURPLE-30W,,,,30W,PURPLE,,,,,,
D1435,D1435W-PURPLE-32W,,,,32W,PURPLE,,,,,,
D1435,D1435W-SAPPHIRE-14W,,,,14W,SAPPHIRE,,,,,,
D1435,D1435W-SAPPHIRE-16W,,,,16W,SAPPHIRE,,,,,,
D1435,D1435W-SAPPHIRE-18W,,,,18W,SAPPHIRE,,,,,,
D1435,D1435W-SAPPHIRE-20W,,,,20W,SAPPHIRE,,,,,,
D1435,D1435W-SAPPHIRE-22W,,,,22W,SAPPHIRE,,,,,,
D1435,D1435W-SAPPHIRE-24W,,,,24W,SAPPHIRE,,,,,,
D1435,D1435W-SAPPHIRE-26W,,,,26W,SAPPHIRE,,,,,,
D1435,D1435W-SAPPHIRE-28W,,,,28W,SAPPHIRE,,,,,,
D1435,D1435W-SAPPHIRE-30W,,,,30W,SAPPHIRE,,,,,,
D1435,D1435W-WHT-14W,,,,14W,WHT,,,,,,
D1435,D1435W-WHT-16W,,,,16W,WHT,,,,,,
D1435,D1435W-WHT-18W,,,,18W,WHT,,,,,,
D1435,D1435W-WHT-20W,,,,20W,WHT,,,,,,
D1435,D1435W-WHT-22W,,,,22W,WHT,,,,,,
D1435,D1435W-WHT-24W,,,,24W,WHT,,,,,,
D1435,D1435W-WHT-26W,,,,26W,WHT,,,,,,
D1435,D1435W-WHT-28W,,,,28W,WHT,,,,,,
D1435,D1435W-WHT-30W,,,,30W,WHT,,,,,,
D1435,D1435W-WHT-32W,,,,32W,WHT,,,,,,
D1446,D1446-PUR/BLK-10,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",10,PUR/BLK,,,,,,
D1446,D1446-PUR/BLK-12,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",12,PUR/BLK,,,,,,
D1446,D1446-PUR/BLK-14,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",14,PUR/BLK,,,,,,
D1446,D1446-PUR/BLK-16,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",16,PUR/BLK,,,,,,
D1446,D1446-PUR/BLK-18,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",18,PUR/BLK,,,,,,
D1446,D1446-PINK/BLK-8,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",8,PINK/BLK,,,,,,
D1446,D1446-PINK/BLK-10,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,,10,PINK/BLK,,,,,,
D1446,D1446-PINK/BLK-12,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",12,PINK/BLK,,,,,,
D1446,D1446-PINK/BLK-14,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",14,PINK/BLK,,,,,,
D1446,D1446-PINK/BLK-16,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",16,PINK/BLK,,,,,,
D1446,D1446-PINK/BLK-18,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",18,PINK/BLK,,,,,,
D1446,D1446W-NVY/W-14W,,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",14W,NVY/W,,,,,,
D1446,D1446W-NVY/W-16W,,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",16W,NVY/W,,,,,,
D1446,D1446W-NVY/W-18W,,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",18W,NVY/W,,,,,,
D1446,D1446W-NVY/W-20W,,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",20W,NVY/W,,,,,,
D1446,D1446W-NVY/W-22W,,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",22W,NVY/W,,,,,,
D1446,D1446W-NVY/W-24W,,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",24W,NVY/W,,,,,,
D1446,D1446W-NVY/W-26W,,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",26W,NVY/W,,,,,,
D1446,D1446W-PINK/BLK-14W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",14W,PINK/BLK,,,,,,
D1446,D1446W-PINK/BLK-16W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",16W,PINK/BLK,,,,,,
D1446,D1446W-PINK/BLK-18W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",18W,PINK/BLK,,,,,,
D1446,D1446W-PINK/BLK-20W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",20W,PINK/BLK,,,,,,
D1446,D1446W-PINK/BLK-22W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",22W,PINK/BLK,,,,,,
D1446,D1446W-PINK/BLK-24W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",24W,PINK/BLK,,,,,,
D1446,D1446W-PURP/BLK-14W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",14W,PURP/BLK,,,,,,
D1446,D1446W-PURP/BLK-16W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",16W,PURP/BLK,,,,,,
D1446,D1446W-PURP/BLK-18W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",18W,PURP/BLK,,,,,,
D1446,D1446W-PURP/BLK-20W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",20W,PURP/BLK,,,,,,
D1446,D1446W-PURP/BLK-22W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",22W,PURP/BLK,,,,,,
D1446,D1446W-PURP/BLK-24W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",24W,PURP/BLK,,,,,,
D1446,D1446W-PURP/BLK-26W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",26W,PURP/BLK,,,,,,
D1446,D1446W-RED/BLK-16W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",16W,RED/BLK,,,,,,
D1446,D1446W-RED/BLK-18W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",18W,RED/BLK,,,,,,
D1446,D1446W-RED/BLK-20W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",20W,RED/BLK,,,,,,
D1446,D1446W-RED/BLK-22W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch. Sleeve-length: 3/4-length sleeveMaterial: PolyesterStyle: A-line, classic, cocktail, mother of the brideNeck Style: BoatneckCare Instruction: Dry cleanDress Length: Knee-lengthColor: White, pink, red, or purple                Measurement GuideClick here to view our women's sizing guide",22W,RED/BLK,,,,,,
