Style,Supplier SKU,UPC,Title,Description,Size,Color,URL
D1446,D1446W-PURP/BLK-18W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",18W,PURP/BLK,
D1446,D1446W-PURP/BLK-20W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",20W,PURP/BLK,
D1446,D1446W-PURP/BLK-22W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",22W,PURP/BLK,
D1446,D1446W-PURP/BLK-24W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",24W,PURP/BLK,
D1446,D1446W-PURP/BLK-26W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",26W,PURP/BLK,
D1446,D1446W-RED/BLK-14W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",14W,RED/BLK,
D1446,D1446W-RED/BLK-16W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",16W,RED/BLK,
D1446,D1446W-RED/BLK-18W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",18W,RED/BLK,
D1446,D1446W-RED/BLK-20W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",20W,RED/BLK,
D1446,D1446W-RED/BLK-22W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",22W,RED/BLK,
D1446,D1446W-RED/BLK-24W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",24W,RED/BLK,
D1446,D1446W-RED/BLK-26W,#0,Giovanna Signature Women's Classic Embellished Brooch Stripe Dress,"Elegant and classic, this dress from Giovanna Signature will add sophisticated design to your look. This dress has a full skirt with contrast black stripes and comes with a beautiful embellished brooch.<div><br \> <ul \><li>Sleeve-length: 3/4-length sleeve</li><li>Material: Polyester</li><li>Style: A-line, classic, cocktail, mother of the bride</li><li>Neck Style: Boatneck</li><li>Care Instruction: Dry clean</li><li>Dress Length: Knee-length</li><li>Color: White, pink, red, or purple</li></ul> <br \> <br \>              </div><a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='blank'>Measurement Guide</a><br><a href='https://www.overstock.com/sizing.html#modern' target='blank'>Click here to view our women's sizing guide</a><br>",26W,RED/BLK,
D1457,D1457-WHITE/BLUE-10,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",10,WHITE/BLUE,
D1457,D1457-WHITE/BLUE-12,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",12,WHITE/BLUE,
D1457,D1457-WHITE/BLUE-14,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",14,WHITE/BLUE,
D1457,D1457-WHITE/BLUE-16,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",16,WHITE/BLUE,
D1457,D1457-WHITE/BLUE-18,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",18,WHITE/BLUE,
D1457,D1457W-WHT/BLUE-16W,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",16W,WHT/BLUE,
D1457,D1457W-WHT/BLUE-18W,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",18W,WHT/BLUE,
D1457,D1457W-WHT/BLUE-20W,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",20W,WHT/BLUE,
D1457,D1457W-WHT/BLUE-22W,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",22W,WHT/BLUE,
D1457,D1457W-WHT/BLUE-24W,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",24W,WHT/BLUE,
D1457,D1457-WHITE/PINK-10,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",10,WHITE/PINK,
D1457,D1457-WHITE/PINK-12,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",12,WHITE/PINK,
D1457,D1457-WHITE/PINK-14,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",14,WHITE/PINK,
D1457,D1457-WHITE/PINK-16,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",16,WHITE/PINK,
D1457,D1457-WHITE/PINK-18,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",18,WHITE/PINK,
D1457,D1457W-WHT/PINK-16W,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",16W,WHT/PINK,
D1457,D1457W-WHT/PINK-18W,#0,Giovanna Signature Women's Brocade A-line Dress,"Don a classic look for an afternoon or evening on the town in this cute A-line dress. A flared skirt and flared sleeves add a dynamic look, while the fully lined styling ensures modesty without a slip.&nbsp;<div><br><b>
Features:<br>
</b><ul>
 <li>Lining: Fully Lined</li>
 <li>Closure: Zipper</li>
 <li>Sleeve-length: Long Sleeve</li>
 <li>Material: Polyester</li>
 <li>Style: A-Line</li>
 <li>Neck Style: Crewneck</li>
 <li>Care Instruction: Dry Clean</li>
 <li>Dress Length: Knee-Length</li>
 <li>Size: 10, 18W, 24W, 16W, 18, 20W, 16, 14, 22W, 12</li>
 <li>Available in White/ Blue or White/ Pink</li>
</ul>
<br> 
<a href='https://www.overstock.com/Measurement-Guide/63867/static.html?nocache=true' target='_blank'>Measurement Guide </a> <br>
<a href='https://www.overstock.com/sizing.html#modern' target='_blank'>Click here to view our Women's Sizing Guide</a> <br> 
<br>
<i>All measurements are approximate and may vary by size. </i> <br></div>",18W,WHT/PINK,
