Style,Supplier SKU,UPC,Title,Description,Size,Color,URL
#0655,0655-BLACK-8,#843523124224,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",8,BLACK,
#0655,0655-BLACK-10,#843523124231,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",10,BLACK,
#0655,0655-BLACK-12,#843523124248,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",12,BLACK,
#0655,0655-BLACK-14,#843523124255,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",14,BLACK,
#0655,0655-BLACK-16,#843523124262,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",16,BLACK,
#0655,0655-BLACK-18,#843523124279,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",18,BLACK,
#0655,0655-BLK #1857-8,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",8,BLK #1857,
#0655,0655-BLK #1857-10,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",10,BLK #1857,
#0655,0655-BLK #1857-12,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",12,BLK #1857,
#0655,0655-BLK #1857-14,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",14,BLK #1857,
#0655,0655-BLK #1857-16,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",16,BLK #1857,
#0655,0655-BLK #1857-18,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",18,BLK #1857,
#0655,0655-NAVY-8,#843523118438,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",8,NAVY,
#0655,0655-NAVY-10,#843523118445,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",10,NAVY,
#0655,0655-NAVY-12,#843523118452,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",12,NAVY,
#0655,0655-NAVY-14,#843523118469,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",14,NAVY,
#0655,0655-NAVY-16,#843523118476,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",16,NAVY,
#0655,0655-NAVY-18,#843523118483,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",18,NAVY,
#0655,0655-RYL-8,#843523118292,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",8,RYL,
#0655,0655-RYL-10,#843523118308,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",10,RYL,
#0655,0655-RYL-12,#843523118315,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",12,RYL,
#0655,0655-RYL-14,#843523118322,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",14,RYL,
#0655,0655-RYL-16,#843523118339,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",16,RYL,
#0655,0655-RYL-18,#843523118346,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",18,RYL,
#0655,0655-WHT #1857-8,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",8,WHT #1857,
#0655,0655-WHT #1857-10,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",10,WHT #1857,
#0655,0655-WHT #1857-12,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",12,WHT #1857,
#0655,0655-WHT #1857-14,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",14,WHT #1857,
#0655,0655-WHT #1857-16,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",16,WHT #1857,
#0655,0655-WHT #1857-18,,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",18,WHT #1857,
#0655,0655W-BLACK-14W,#843523124286,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",14W,BLACK,
#0655,0655W-BLACK-16W,#843523124293,Giovanna Signature Women's Rhinestone Lapel Broached 2-piece Skirt Suit,"The tailored fit of this two-piece suit from Giovanna is perfect for a day at the office or lunch out with the gals. It features a straight skirt with a side elastic waist for comfort and a classic lined jacket with a three-button front closure, creating a polished look. This polyester suit includes a jeweled brooch to give the finishing touch to this suit's elegant style.Click here to view the Giovanna Signature Collection's sizing guideColor: White, blackFit: MissyJacket sleeves: Long sleevesCamisole sleeves: SleevelessWaist details: Side elastic waistJacket neckline: CollarlessLining: Lined jacket and skirtJacket closure: Three-button front closureSkirt closure: Zip-back closureShell materials: 100-percent polyesterLining materials: 100 percent polyesterDry cleanModel: 0655The approximate skirt inseam is 32 inches. The approximate length from the jacket's top center back to the hem is 28 inches. These measurements were taken from a size 12.Measurement GuideAll measurements are approximate and may vary by size.              ",16W,BLACK,
