style,color,url
D1501, Black leopard,https://www.dropbox.com/s/h2kbk7ok6ccx89d/D1501%20Black%20leopard_back_wm.jpg?dl=1
D1501, Black leopard,https://www.dropbox.com/s/a78wfxq44n893em/D1501%20Black%20leopard_wm.jpg?dl=1
D1502, Black-green,https://www.dropbox.com/s/4jcnsyrufamp44t/D1502%20Black-green_wm.jpg?dl=1
D1502, Black-pink,https://www.dropbox.com/s/gxp6wadrzrnwhzz/D1502%20Black-pink_wm.jpg?dl=1
D1504, Champagne,https://www.dropbox.com/s/4ql8ny403lmd7fx/D1504%20Champagne_1_wm.jpg?dl=1
D1504, Champagne,https://www.dropbox.com/s/g9uazbctdnixoib/D1504%20Champagne_2_wm.jpg?dl=1
D1504, Champagne,https://www.dropbox.com/s/f32zal19wa1eban/D1504%20Champagne_back_wm.jpg?dl=1
D1505, Olive,https://www.dropbox.com/s/okb91m5y6a16jnw/D1505%20Olive_back_wm.jpg?dl=1
D1505, Olive,https://www.dropbox.com/s/zxbxnibcnyuv145/D1505%20Olive_wm.jpg?dl=1
D1506, Olive,https://www.dropbox.com/s/vlx0xb5zn502b2m/D1506%20Olive_back_wm.jpg?dl=1
D1506, Olive,https://www.dropbox.com/s/r5gsads1sg59f9p/D1506%20Olive_wm.jpg?dl=1
