code,color,royaltor,descript,stdcost,price,division,category,season,user4,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,sku,cost,grp,warehouse,memo,qty1,qty2,qty3,qty4,qty5,qty6,qty7,qty8,qty9,qty10,qty11,qty12,onhand,onorder,wip,pick,alloc,available,is_actual,active,ats1,ats2,ats3,ats4,ats5,ats6,ats7,ats8,ats9,ats10,ats11,ats12,descript
0654,RYL,,2 PC SET Washable,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,6,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,8.0000,,1,0,6.0000,0,0,0,2.0000,0,0,0,0,0,0,ROYAL
0654W,PURPLE,,2 PC SET,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,1,2,0,4,13,4,0,0,0,24,0,0,0,0,24.0000,,1,0,0,0,1.0000,2.0000,0,4.0000,13.0000,4.0000,0,0,0,PURPLE
0654W,RED,,2 PC SET,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,0,0,0,9,0,3,0,0,0,12,0,0,0,0,12.0000,,1,0,0,0,0,0,0,9.0000,0,3.0000,0,0,0,RED
0654W,RYL,,2 PC SET,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,0,4,7,11,7,6,0,0,0,35,0,0,0,0,35.0000,,1,0,0,0,0,4.0000,7.0000,11.0000,7.0000,6.0000,0,0,0,ROYAL
0655,BLK,,2 PC WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,11,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,14.0000,,1,1.0000,11.0000,0,0,0,2.0000,0,0,0,0,0,0,BLACK
0655,BLK #1857,,2 PC WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0000,0,0,87.0000,,1,0,0,25.0000,25.0000,25.0000,12.0000,0,0,0,0,0,0,BLACK
0655,NAVY #1833,,2 PC WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,3,15,8,21,17,21,0,0,0,0,0,0,85,0,0,0,0,85.0000,,1,3.0000,15.0000,8.0000,21.0000,17.0000,21.0000,0,0,0,0,0,0,NAVY
0655,RYL #1833,,2 PC WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,4,13,13,25,24,22,0,0,0,0,0,0,101,0,0,0,0,101.0000,,1,4.0000,13.0000,13.0000,25.0000,24.0000,22.0000,0,0,0,0,0,0,ROYAL
0655,WHT #1857,,2 PC WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0000,0,0,114.0000,,1,6.0000,15.0000,26.0000,26.0000,26.0000,15.0000,0,0,0,0,0,0,WHITE
0655W,BLK,,2 PC WASHABLE,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,4,0,0,11,15,13,0,0,0,43,0,0,0,0,43.0000,,1,0,0,0,4.0000,0,0,11.0000,15.0000,13.0000,0,0,0,BLACK
0655W,BLK #1857,,2 PC WASHABLE,,39.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.0000,0,0,92.0000,,1,0,0,20.0000,20.0000,31.0000,21.0000,0,0,0,0,0,0,BLACK
0655W,NAVY #1833,,2 PC WASHABLE,,39.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,18,24,23,20,24,24,13,9,0,0,155,0,0,0,0,155.0000,,1,0,0,18.0000,24.0000,23.0000,20.0000,24.0000,24.0000,13.0000,9.0000,0,0,NAVY
0655W,RYL #1833,,2 PC WASHABLE,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,20,28,27,22,24,20,15,0,0,0,156,0,0,0,0,156.0000,,1,0,0,20.0000,28.0000,27.0000,22.0000,24.0000,20.0000,15.0000,0,0,0,ROYAL
0655W,WHT,,2 PC WASHABLE,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,9,1,0,18,18,16,0,0,0,62,0,0,0,0,62.0000,,1,0,0,0,9.0000,1.0000,0,18.0000,18.0000,16.0000,0,0,0,WHITE
0655W,WHT #1857,,2 PC WASHABLE,,39.0000,W11,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,,,,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0000,0,0,80.0000,,1,0,0,15.0000,15.0000,20.0000,30.0000,0,0,0,0,0,0,WHITE
0707,WHT,,3 PC WASHABLE SUIT 0823,,45.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,15,200.0000,0,0,185.0000,,1,9.0000,22.0000,37.0000,41.0000,43.0000,33.0000,0,0,0,0,0,0,WHITE
0707W,WHT,,3 PC WASHABLE SUIT 0823,,45.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,0,0,1,0,0,0,0,0,0,0,1,3,155.0000,0,0,153.0000,,1,0,0,15.0000,22.0000,26.0000,25.0000,20.0000,20.0000,15.0000,10.0000,0,0,WHITE
0708,BLK,,3 PC WASHABLE SUIT 0301,,45.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,4,9,16,15,14,19,0,0,0,0,0,0,77,0,0,0,0,77.0000,,1,4.0000,9.0000,16.0000,15.0000,14.0000,19.0000,0,0,0,0,0,0,BLACK
0708,NAVY,,3 PC WASHABLE SUIT 0301,,45.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,4,11,20,27,21,19,0,0,0,0,0,0,102,0,0,0,0,102.0000,,1,4.0000,11.0000,20.0000,27.0000,21.0000,19.0000,0,0,0,0,0,0,NAVY
0708,WHT,,3 PC WASHABLE SUIT 0301,,45.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.0000,0,0,132.0000,,1,10.0000,15.0000,27.0000,30.0000,30.0000,20.0000,0,0,0,0,0,0,WHITE
0708W,BLK,,3 PC WASHABLE SUIT 0301,,45.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,5,15,12,13,12,12,7,0,0,0,76,0,0,0,0,76.0000,,1,0,0,5.0000,15.0000,12.0000,13.0000,12.0000,12.0000,7.0000,0,0,0,BLACK
0708W,NAVY,,3 PC WASHABLE SUIT 0301,,45.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,14,17,17,17,17,16,11,8,4,0,121,0,0,0,0,121.0000,,1,0,0,14.0000,17.0000,17.0000,17.0000,17.0000,16.0000,11.0000,8.0000,4.0000,0,NAVY
0708W,WHT,,3 PC WASHABLE SUIT 0301,,45.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0000,0,0,164.0000,,1,0,0,15.0000,26.0000,26.0000,26.0000,26.0000,20.0000,15.0000,10.0000,0,0,WHITE
0709,BLK,,2 PC WASHABLE SUIT 0582,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,1,9,8,10,6,0,0,0,0,0,0,34,0,0,0,0,34.0000,,1,0,1.0000,9.0000,8.0000,10.0000,6.0000,0,0,0,0,0,0,BLACK
0709,Emerald,,2 PC WASHABLE SUIT 0582,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,2,6,14,15,20,16,0,0,0,0,0,0,73,0,0,0,0,73.0000,,1,2.0000,6.0000,14.0000,15.0000,20.0000,16.0000,0,0,0,0,0,0,EMERALD
0709,RED,,2 PC WASHABLE SUIT 0582,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,5,6,8,13,15,11,0,0,0,0,0,0,58,0,0,0,0,58.0000,,1,5.0000,6.0000,8.0000,13.0000,15.0000,11.0000,0,0,0,0,0,0,RED
0709W,BLK,,2 PC WASHABLE SUIT 0582,,42.0000,W2,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,11,14,12,7,17,12,0,0,0,0,73,0,0,0,0,73.0000,,1,0,0,11.0000,14.0000,12.0000,7.0000,17.0000,12.0000,0,0,0,0,BLACK
0709W,Emerald,,2 PC WASHABLE SUIT 0582,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,14,16,18,18,19,19,9,0,0,0,113,0,0,0,0,113.0000,,1,0,0,14.0000,16.0000,18.0000,18.0000,19.0000,19.0000,9.0000,0,0,0,EMERALD
0709W,RED,,2 PC WASHABLE SUIT 0582,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,12,17,16,9,17,17,10,0,0,0,98,0,0,0,0,98.0000,,1,0,0,12.0000,17.0000,16.0000,9.0000,17.0000,17.0000,10.0000,0,0,0,RED
0710,BLK #1834,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,6,7,14,7,11,12,0,0,0,0,0,0,57,0,0,0,0,57.0000,,1,6.0000,7.0000,14.0000,7.0000,11.0000,12.0000,0,0,0,0,0,0,BLACK
0710,CHOCO#1809,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,9,13,20,25,24,20,0,0,0,0,0,0,111,0,0,0,0,111.0000,,1,9.0000,13.0000,20.0000,25.0000,24.0000,20.0000,0,0,0,0,0,0,CHOCOLATE
0710,IVY,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,5,9,11,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25.0000,,1,5.0000,9.0000,11.0000,0,0,0,0,0,0,0,0,0,IVORY
0710,IVY #1834,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,2,15,15,35,34,26,0,0,0,0,0,0,127,0,0,0,0,127.0000,,1,2.0000,15.0000,15.0000,35.0000,34.0000,26.0000,0,0,0,0,0,0,IVORY
0710,NAVY,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,J,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,11,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,13.0000,,1,1.0000,11.0000,0,0,0,1.0000,0,0,0,0,0,0,NAVY
0710,NAVY #1834,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,8,18,21,16,10,0,0,0,0,0,0,74,0,0,0,0,74.0000,,1,1.0000,8.0000,18.0000,21.0000,16.0000,10.0000,0,0,0,0,0,0,NAVY
0710,RYL,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9.0000,,1,0,0,0,0,0,9.0000,0,0,0,0,0,0,ROYAL
0710,RYL #1834,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,6,17,12,6,0,0,0,0,0,0,0,41,0,0,0,0,41.0000,,1,0,6.0000,17.0000,12.0000,6.0000,0,0,0,0,0,0,0,ROYAL
0710,WHT,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,J,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3.0000,,1,3.0000,0,0,0,0,0,0,0,0,0,0,0,WHITE
0710,WHT #1834,,2 PC SET WASHABLE,,39.0000,M5,SUIT,ALL,J,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,161.0000,0,0,162.0000,,1,0,21.0000,30.0000,41.0000,40.0000,30.0000,0,0,0,0,0,0,WHITE
0710W,BLK,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,0,1,8,9,8,7,0,33,0,0,0,0,33.0000,,1,0,0,0,0,0,0,1.0000,8.0000,9.0000,8.0000,7.0000,0,BLACK
0710W,BLK #1834,,2 PC SET WASHABLE,,39.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,14,25,21,9,7,15,9,10,0,0,110,0,0,0,0,110.0000,,1,0,0,14.0000,25.0000,21.0000,9.0000,7.0000,15.0000,9.0000,10.0000,0,0,BLACK
0710W,BLK#1809,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,6,0,0,0,10,3,5,3,0,0,27,0,0,0,0,27.0000,,1,0,0,6.0000,0,0,0,10.0000,3.0000,5.0000,3.0000,0,0,BLACK
0710W,CHOCO,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,0,1,11,11,0,0,0,23,0,0,0,0,23.0000,,1,0,0,0,0,0,0,1.0000,11.0000,11.0000,0,0,0,CHOCOLATE
0710W,CHOCO#1809,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,9,9,12,17,26,12,10,9,9,0,113,0,0,0,0,113.0000,,1,0,0,9.0000,9.0000,12.0000,17.0000,26.0000,12.0000,10.0000,9.0000,9.0000,0,CHOCOLATE
0710W,IVY,,2 PC SET WASHABLE,,39.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,0,0,0,1,0,9,9,0,0,0,19,0,0,0,0,19.0000,,1,0,0,0,0,0,1.0000,0,9.0000,9.0000,0,0,0,IVORY
0710W,IVY #1834,,2 PC SET WASHABLE,,39.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,18,25,23,28,18,20,15,9,0,0,156,0,0,0,0,156.0000,,1,0,0,18.0000,25.0000,23.0000,28.0000,18.0000,20.0000,15.0000,9.0000,0,0,IVORY
0710W,NAVY,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,11,16,21,16,12,10,0,86,0,0,0,0,86.0000,,1,0,0,0,0,0,11.0000,16.0000,21.0000,16.0000,12.0000,10.0000,0,NAVY
0710W,NAVY #1834,,2 PC SET WASHABLE,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,17,24,19,4,7,8,9,0,0,0,88,0,0,0,0,88.0000,,1,0,0,17.0000,24.0000,19.0000,4.0000,7.0000,8.0000,9.0000,0,0,0,NAVY
0710W,RYL,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,11,0,3,15,15,22,10,11,0,87,0,0,0,0,87.0000,,1,0,0,0,11.0000,0,3.0000,15.0000,15.0000,22.0000,10.0000,11.0000,0,ROYAL
0710W,RYL #1834,,2 PC SET WASHABLE,,39.0000,W11,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,,,,,,,0,GIO,00,,0,0,18,4,17,12,0,0,0,0,0,0,51,0,0,0,0,51.0000,,1,0,0,18.0000,4.0000,17.0000,12.0000,0,0,0,0,0,0,ROYAL
