code,color,royaltor,descript,stdcost,price,division,category,season,user4,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,sku,cost,grp,warehouse,memo,qty1,qty2,qty3,qty4,qty5,qty6,qty7,qty8,qty9,qty10,qty11,qty12,onhand,onorder,wip,pick,alloc,available,is_actual,active,ats1,ats2,ats3,ats4,ats5,ats6,ats7,ats8,ats9,ats10,ats11,ats12,descript
0710W,WHT,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,0,7,3,10,11,9,0,40,0,0,0,0,40.0000,,1,0,0,0,0,0,0,7.0000,3.0000,10.0000,11.0000,9.0000,0,WHITE
0710W,WHT #1834,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0000,0,0,140.0000,,1,0,0,15.0000,25.0000,30.0000,25.0000,30.0000,15.0000,0,0,0,0,WHITE
0710W,WHT#1809,,2 PC SET WASHABLE,,39.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,0,0,7,12,4,7,0,30,0,0,0,0,30.0000,,1,0,0,0,0,0,0,0,7.0000,12.0000,4.0000,7.0000,0,WHITE
0711A,FUCHSIA,,2 PC WASHABLE SUIT,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,7,17,28,38,35,25,0,0,0,0,0,0,150,0,0,0,0,150.0000,,1,7.0000,17.0000,28.0000,38.0000,35.0000,25.0000,0,0,0,0,0,0,FUCHSIA
0711A,LIME,,2 PC WASHABLE SUIT,,39.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,3.0000,,1,0,0,0,0,2.0000,1.0000,0,0,0,0,0,0,LIME
0711A,NAVY,,2 PC WASHABLE SUIT,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3.0000,,1,1.0000,0,1.0000,1.0000,0,0,0,0,0,0,0,0,NAVY
0711W,FUCHSIA,,2 PC WASHABLE SUIT,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,15,24,27,30,19,15,7,0,0,0,137,0,0,0,0,137.0000,,1,0,0,15.0000,24.0000,27.0000,30.0000,19.0000,15.0000,7.0000,0,0,0,FUCHSIA
0711W,LIME,,2 PC WASHABLE SUIT,,39.0000,W2,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,9,4,0,3,7,5,0,0,0,0,28,0,0,0,0,28.0000,,1,0,0,9.0000,4.0000,0,3.0000,7.0000,5.0000,0,0,0,0,LIME
0711W,NAVY,,2 PC WASHABLE SUIT,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,3,0,0,0,7,5,0,0,0,0,15,0,0,0,0,15.0000,,1,0,0,3.0000,0,0,0,7.0000,5.0000,0,0,0,0,NAVY
0818,FUCHSIA,,2 PC WASHABLE,,39.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,11,10,12,12,10,0,0,0,0,0,0,55,0,0,0,0,55.0000,,1,0,11.0000,10.0000,12.0000,12.0000,10.0000,0,0,0,0,0,0,FUCHSIA
0818,NAVY,,2 PC WASHABLE,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,7,3,6,14,14,10,0,0,0,0,0,0,54,0,0,0,0,54.0000,,1,7.0000,3.0000,6.0000,14.0000,14.0000,10.0000,0,0,0,0,0,0,NAVY
0818W,FUCHSIA,,2 PC WASHABLE,,39.0000,W2,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,13,20,19,19,13,14,0,0,0,0,98,0,0,0,0,98.0000,,1,0,0,13.0000,20.0000,19.0000,19.0000,13.0000,14.0000,0,0,0,0,FUCHSIA
0818W,NAVY,,2 PC WASHABLE,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,10,17,14,17,21,15,10,0,0,0,104,0,0,0,0,104.0000,,1,0,0,10.0000,17.0000,14.0000,17.0000,21.0000,15.0000,10.0000,0,0,0,NAVY
0822,NAVY,,2 PC WASHABLE SUIT,,39.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,13,19,28,19,23,0,0,0,0,0,0,103,0,0,0,0,103.0000,,1,1.0000,13.0000,19.0000,28.0000,19.0000,23.0000,0,0,0,0,0,0,NAVY
0822,PEACH,,2 PC WASHABLE SUIT,,39.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,5,9,3,3,8,0,0,0,0,0,0,28,0,0,0,0,28.0000,,1,0,5.0000,9.0000,3.0000,3.0000,8.0000,0,0,0,0,0,0,PEACH
0822W,NAVY,,2 PC WASHABLE SUIT,,39.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,11,15,13,15,19,20,11,0,0,0,104,0,0,0,0,104.0000,,1,0,0,11.0000,15.0000,13.0000,15.0000,19.0000,20.0000,11.0000,0,0,0,NAVY
0822W,PEACH,,2 PC WASHABLE SUIT,,39.0000,W2,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,10,7,10,20,15,12,0,0,0,0,74,0,0,0,0,74.0000,,1,0,0,10.0000,7.0000,10.0000,20.0000,15.0000,12.0000,0,0,0,0,PEACH
0823,BLK,,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5.0000,,1,0,5.0000,0,0,0,0,0,0,0,0,0,0,BLACK
0823,BLK #1836,,3 PC SET,,42.0000,M4,SUIT,ALL,N,,,,,,,,,,,,,,,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,4,11,5,0,0,0,0,0,0,20,0,0,0,0,20.0000,,1,0,0,0,4.0000,11.0000,5.0000,0,0,0,0,0,0,BLACK
0823,CHOCO,,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9.0000,,1,0,9.0000,0,0,0,0,0,0,0,0,0,0,CHOCOLATE
0823,NAVY,,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,17,0,0,0,7,0,0,0,0,0,0,25,0,0,0,0,25.0000,,1,1.0000,17.0000,0,0,0,7.0000,0,0,0,0,0,0,NAVY
0823,NAVY #1836,,3 PC SET,,42.0000,M4,SUIT,ALL,N,,,,,,,,,,,,,,,12,14,16,18,,,,,,,,0,GIO,00,,0,0,28,39,39,36,0,0,0,0,0,0,142,0,0,0,0,142.0000,,1,0,0,28.0000,39.0000,39.0000,36.0000,0,0,0,0,0,0,NAVY
0823,PURPLE,,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,13,12,27,11,20,18,0,0,0,0,0,0,101,0,0,0,0,101.0000,,1,13.0000,12.0000,27.0000,11.0000,20.0000,18.0000,0,0,0,0,0,0,PURPLE
0823,RED,,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,12,7,5,11,5,0,0,0,0,0,0,40,0,0,0,0,40.0000,,1,0,12.0000,7.0000,5.0000,11.0000,5.0000,0,0,0,0,0,0,RED
0823,RYL,,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,3,10,0,0,2,7,0,0,0,0,0,0,22,0,0,0,0,22.0000,,1,3.0000,10.0000,0,0,2.0000,7.0000,0,0,0,0,0,0,ROYAL
0823,SIL,,3 PC SET,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,10,18,0,11,17,0,0,0,0,0,0,56,0,0,0,0,56.0000,,1,0,10.0000,18.0000,0,11.0000,17.0000,0,0,0,0,0,0,SILVER
0823W,BLK,,3 PC SET,,42.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,0,0,0,8,9,9,0,26,0,0,0,0,26.0000,,1,0,0,0,0,0,0,0,0,8.0000,9.0000,9.0000,0,BLACK
0823W,BLK #1836,,3 PC SET,,42.0000,W2,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,8,12,5,7,17,10,0,0,0,0,59,0,0,0,0,59.0000,,1,0,0,8.0000,12.0000,5.0000,7.0000,17.0000,10.0000,0,0,0,0,BLACK
0823W,CHOCO,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,3,4,6,0,0,1,7,0,0,0,21,0,0,0,0,21.0000,,1,0,0,3.0000,4.0000,6.0000,0,0,1.0000,7.0000,0,0,0,CHOCOLATE
0823W,NAVY,,3 PC SET,,42.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,13,11,11,24,17,28,12,7,0,123,0,0,0,0,123.0000,,1,0,0,0,13.0000,11.0000,11.0000,24.0000,17.0000,28.0000,12.0000,7.0000,0,NAVY
0823W,NAVY #1836,,3 PC SET,,42.0000,W11,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,,,,,,,0,GIO,00,,0,0,20,19,20,19,0,0,0,0,0,0,78,0,0,0,0,78.0000,,1,0,0,20.0000,19.0000,20.0000,19.0000,0,0,0,0,0,0,NAVY
0823W,PURPLE,,3 PC SET,,42.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,11,21,18,25,27,23,21,10,10,0,166,0,0,0,0,166.0000,,1,0,0,11.0000,21.0000,18.0000,25.0000,27.0000,23.0000,21.0000,10.0000,10.0000,0,PURPLE
0823W,RED,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,6,6,13,5,11,10,6,0,0,0,57,0,0,0,0,57.0000,,1,0,0,6.0000,6.0000,13.0000,5.0000,11.0000,10.0000,6.0000,0,0,0,RED
0823W,RYL,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,5,0,2,0,8,14,14,0,0,0,43,0,0,0,0,43.0000,,1,0,0,5.0000,0,2.0000,0,8.0000,14.0000,14.0000,0,0,0,ROYAL
0823W,SIL,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,1,8,4,12,16,2,11,0,0,0,54,0,0,0,0,54.0000,,1,0,0,1.0000,8.0000,4.0000,12.0000,16.0000,2.0000,11.0000,0,0,0,SILVER
0823W,WHT,,3 PC SET,,42.0000,W12,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,30W,,,0,GIO,00,,0,0,0,0,0,0,1,14,11,4,6,0,36,0,0,0,0,36.0000,,1,0,0,0,0,0,0,1.0000,14.0000,11.0000,4.0000,6.0000,0,WHITE
0824,BLK,,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,2,4,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7.0000,,1,2.0000,4.0000,1.0000,0,0,0,0,0,0,0,0,0,BLACK
0824,BLK #1835,,3 PC WASHABLE SUIT,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,3,1,1,0,14,0,0,0,0,0,0,19,0,0,0,0,19.0000,,1,0,3.0000,1.0000,1.0000,0,14.0000,0,0,0,0,0,0,BLACK
0824,CRAN,,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,4,14,21,15,10,19,0,0,0,0,0,0,83,0,0,0,0,83.0000,,1,4.0000,14.0000,21.0000,15.0000,10.0000,19.0000,0,0,0,0,0,0,CRANBERRY
0824,PLUM,,3 PC WASHABLE SUIT,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,3,3,3,5,0,0,0,0,0,0,14,0,0,0,0,14.0000,,1,0,0,3.0000,3.0000,3.0000,5.0000,0,0,0,0,0,0,PLUM
0824,RYL,,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,2,7,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,11.0000,,1,2.0000,7.0000,0,0,0,2.0000,0,0,0,0,0,0,ROYAL
0824,RYL #1835,,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,6,15,15,26,25,27,0,0,0,0,0,0,114,0,0,0,0,114.0000,,1,6.0000,15.0000,15.0000,26.0000,25.0000,27.0000,0,0,0,0,0,0,ROYAL
0824,SIL,,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,7,10,15,8,18,0,0,0,0,0,0,58,0,0,0,0,58.0000,,1,0,7.0000,10.0000,15.0000,8.0000,18.0000,0,0,0,0,0,0,SILVER
0824,WHT #1860,,3 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0000,0,0,150.0000,,1,5.0000,15.0000,30.0000,35.0000,35.0000,30.0000,0,0,0,0,0,0,WHITE
0824W,BLK,,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,0,0,0,0,3,4,13,0,0,0,20,0,0,0,0,20.0000,,1,0,0,0,0,0,0,3.0000,4.0000,13.0000,0,0,0,BLACK
0824W,BLK #1835,,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,7,4,11,5,3,8,5,6,0,0,49,0,0,0,0,49.0000,,1,0,0,7.0000,4.0000,11.0000,5.0000,3.0000,8.0000,5.0000,6.0000,0,0,BLACK
0824W,CRAN,,3 PC WASHABLE SUIT,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,15,12,15,18,14,14,9,0,0,0,97,0,0,0,0,97.0000,,1,0,0,15.0000,12.0000,15.0000,18.0000,14.0000,14.0000,9.0000,0,0,0,CRANBERRY
0824W,RYL,,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,6,0,0,0,6,10,3,0,0,0,25,0,0,0,0,25.0000,,1,0,0,6.0000,0,0,0,6.0000,10.0000,3.0000,0,0,0,ROYAL
0824W,RYL #1835,,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,20,32,28,35,21,20,13,10,0,0,179,0,0,0,0,179.0000,,1,0,0,20.0000,32.0000,28.0000,35.0000,21.0000,20.0000,13.0000,10.0000,0,0,ROYAL
0824W,SIL,,3 PC WASHABLE SUIT,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,16,15,10,13,8,13,6,0,0,0,81,0,0,0,0,81.0000,,1,0,0,16.0000,15.0000,10.0000,13.0000,8.0000,13.0000,6.0000,0,0,0,SILVER
0824W,WHT,,3 PC WASHABLE SUIT,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,3,7,8,0,5,3,1,0,0,0,27,0,0,0,0,27.0000,,1,0,0,3.0000,7.0000,8.0000,0,5.0000,3.0000,1.0000,0,0,0,WHITE
0824W,WHT #1860,,3 PC WASHABLE SUIT,,42.0000,W13,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,28W,,,,0,GIO,00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0000,0,0,160.0000,,1,0,0,15.0000,20.0000,20.0000,30.0000,20.0000,20.0000,20.0000,15.0000,0,0,WHITE
0825,WHT,,3 PC SET,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,3,6,4,6,4,16,0,0,0,0,0,0,39,37,0,2.0000,0,2.0000,,1,0,1.0000,0,0,1.0000,0,0,0,0,0,0,0,WHITE
0825W,CHOCO,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,5,12,11,12,21,14,9,0,0,0,84,66,0,0,0,18.0000,,1,0,0,0,0,0,0,8.0000,6.0000,4.0000,0,0,0,CHOCOLATE
0825W,WHT,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,4,17,4,12,16,9,2,0,0,0,64,44,0,0,0,20.0000,,1,0,0,0,7.0000,0,3.0000,6.0000,4.0000,0,0,0,0,WHITE
0826,BLK,,2 PC WASHABLE SUIT,,42.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,1,0,15,6,5,0,0,0,0,0,0,27,0,0,0,0,27.0000,,1,0,1.0000,0,15.0000,6.0000,5.0000,0,0,0,0,0,0,BLACK
0826W,BLK,,2 PC WASHABLE SUIT,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,5,5,15,10,12,13,11,0,0,0,71,0,0,0,0,71.0000,,1,0,0,5.0000,5.0000,15.0000,10.0000,12.0000,13.0000,11.0000,0,0,0,BLACK
0867,BLK,,3 PC SET,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,8,16,23,6,6,0,0,0,0,0,0,59,0,0,0,0,59.0000,,1,0,8.0000,16.0000,23.0000,6.0000,6.0000,0,0,0,0,0,0,BLACK
0867,CHOCO,,3 PC SET,,42.0000,M1,SUIT,ALL,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,9,20,34,21,27,0,0,0,0,0,0,111,0,0,0,0,111.0000,,1,0,9.0000,20.0000,34.0000,21.0000,27.0000,0,0,0,0,0,0,CHOCOLATE
0867W,BLK,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,13.0000,,1,0,0,0,0,0,0,0,13.0000,0,0,0,0,BLACK
0867W,CHOCO,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,17,33,29,22,27,19,12,0,0,0,159,0,0,0,0,159.0000,,1,0,0,17.0000,33.0000,29.0000,22.0000,27.0000,19.0000,12.0000,0,0,0,CHOCOLATE
0867W,WHT,,3 PC SET,,42.0000,W3,SUIT,ALL,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,1,0,0,0,8,2,0,0,0,11,0,0,0,0,11.0000,,1,0,0,0,1.0000,0,0,0,8.0000,2.0000,0,0,0,WHITE
0875,LAV,,3 PCS SET,,49.0000,M5,SUIT,17SP,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0000,,1,0,1.0000,0,0,0,0,0,0,0,0,0,0,LAVENDER
0875,PEACOCK,,3 PCS SET,,35.0000,M1,SUIT,17SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0000,,1,0,2.0000,0,0,0,0,0,0,0,0,0,0,PEACOCK
0877,NAVY,,3 PC SET,,49.0000,M5,SUIT,18SP,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,8,16,30,24,17,11,0,0,0,0,0,0,106,0,0,0,0,106.0000,,1,8.0000,16.0000,30.0000,24.0000,17.0000,11.0000,0,0,0,0,0,0,NAVY
0877,WHT,,3 PC SET,,49.0000,M5,SUIT,18SP,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11.0000,,1,0,11.0000,0,0,0,0,0,0,0,0,0,0,WHITE
0877W,NAVY,,3 PC SET,,49.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,10,23,21,17,17,15,8,0,0,0,111,0,0,0,0,111.0000,,1,0,0,10.0000,23.0000,21.0000,17.0000,17.0000,15.0000,8.0000,0,0,0,NAVY
0877W,WHT,,3 PC SET,,49.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,0,0,8,0,0,6,0,0,0,14,0,0,0,0,14.0000,,1,0,0,0,0,0,8.0000,0,0,6.0000,0,0,0,WHITE
0888,SAPP/TEAL,,2 PC SET,,35.0000,M5,SUIT,17FA,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,1,5,4,2,22,10,0,0,0,0,0,0,44,0,0,0,0,44.0000,,1,1.0000,5.0000,4.0000,2.0000,22.0000,10.0000,0,0,0,0,0,0,SAPPHIRE/TEAL
0888W,SAPP/TEAL,,2 PC SET,,35.0000,W6,SUIT,17FA,N,,,,,,,,,,,,,,,,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,0,6,3,19,0,0,0,0,0,0,28,0,0,0,0,28.0000,,1,0,0,0,6.0000,3.0000,19.0000,0,0,0,0,0,0,SAPPHIRE/TEAL
0889,AQUA BLUE,,2 PC SET,,45.0000,M1,SUIT,18SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,9,25,29,31,27,0,0,0,0,0,0,121,0,0,0,0,121.0000,,1,0,9.0000,25.0000,29.0000,31.0000,27.0000,0,0,0,0,0,0,AQUA BLUE
0889,WHT,,2 PC SET,,45.0000,M1,SUIT,18SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,10,28,35,35,33,0,0,0,0,0,0,141,0,0,0,0,141.0000,,1,0,10.0000,28.0000,35.0000,35.0000,33.0000,0,0,0,0,0,0,WHITE
0889W,AQUA BLUE,,2 PC SET,,45.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,24,32,33,31,30,26,10,0,0,0,186,0,0,0,0,186.0000,,1,0,0,24.0000,32.0000,33.0000,31.0000,30.0000,26.0000,10.0000,0,0,0,AQUA BLUE
0889W,WHT,,2 PC SET,,45.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,3,3,3,2,3,1,2,0,0,0,17,0,0,0,0,17.0000,,1,0,0,3.0000,3.0000,3.0000,2.0000,3.0000,1.0000,2.0000,0,0,0,WHITE
0898,SFM,,2 PC SET,,35.0000,M1,SUIT,18SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0000,,1,0,0,0,0,0,1.0000,0,0,0,0,0,0,SEAFOAM
0898W,SFM,,2 PC SET,,35.0000,W2,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,,,,,,0,GIO,00,,0,0,0,3,0,5,11,0,0,0,0,0,19,0,0,0,0,19.0000,,1,0,0,0,3.0000,0,5.0000,11.0000,0,0,0,0,0,SEAFOAM
0899,SFM,,2 PC SET,,45.0000,M1,SUIT,18SP,N,,,,,,,,,,,,,,10,12,14,16,18,,,,,,,,0,GIO,00,,0,7,10,27,17,16,0,0,0,0,0,0,77,42,0,42.0000,0,35.0000,,1,0,3.0000,2.0000,16.0000,5.0000,9.0000,0,0,0,0,0,0,SEAFOAM
0899W,SFM,,2 PC SET,,45.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,15,30,23,29,32,33,19,0,0,0,181,33,0,33.0000,0,148.0000,,1,0,0,15.0000,23.0000,15.0000,23.0000,27.0000,29.0000,16.0000,0,0,0,SEAFOAM
0899W,WHT,,2 PC SET,,45.0000,W3,SUIT,18SP,N,,,,,,,,,,,,,,,14W,16W,18W,20W,22W,24W,26W,,,,,0,GIO,00,,0,0,0,0,3,4,2,3,1,0,0,0,13,0,0,0,0,13.0000,,1,0,0,0,0,3.0000,4.0000,2.0000,3.0000,1.0000,0,0,0,WHITE
0903,BLK,,2 PC LACE SUIT same as D1453,,59.0000,M5,SUIT,ALL,N,,,,,,,,,,,,,8,10,12,14,16,18,,,,,,,,0,GIO,00,,10,20,27,28,26,22,0,0,0,0,0,0,133,0,0,0,0,133.0000,,1,10.0000,20.0000,27.0000,28.0000,26.0000,22.0000,0,0,0,0,0,0,BLACK
