Style,ATS COLOR,COLOR,SIZE,URL,INDEX
G0844W,BLK, Gold-blk,18W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,BLK, Gold-blk,18W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
G0844W,BLK, Gold-blk,18W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,BLK, Black,20W,https://dl.dropboxusercontent.com/s/p3e7t91pj56khhi/G0844%20Black_wm.jpg?dl=0,0
G0844W,BLK, Gold-blk,20W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,BLK, Gold-blk,20W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
G0844W,BLK, Gold-blk,20W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,BLK, Black,22W,https://dl.dropboxusercontent.com/s/p3e7t91pj56khhi/G0844%20Black_wm.jpg?dl=0,0
G0844W,BLK, Gold-blk,22W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,BLK, Gold-blk,22W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
G0844W,BLK, Gold-blk,22W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,BLK, Black,24W,https://dl.dropboxusercontent.com/s/p3e7t91pj56khhi/G0844%20Black_wm.jpg?dl=0,0
G0844W,BLK, Gold-blk,24W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,BLK, Gold-blk,24W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
G0844W,BLK, Gold-blk,24W,https://dl.dropboxusercontent.com/s/0zmm4h96q4fz7lg/G0844%20Gold-blk_wm.jpg?dl=0,0
G0844W,CHAM, Champ,14W,https://dl.dropboxusercontent.com/s/jp913pmz07seynf/G0844%20Champ_wm.jpg?dl=0,0
G0844W,CHAM, Champ,16W,https://dl.dropboxusercontent.com/s/jp913pmz07seynf/G0844%20Champ_wm.jpg?dl=0,0
G0844W,CHAM, Champ,18W,https://dl.dropboxusercontent.com/s/jp913pmz07seynf/G0844%20Champ_wm.jpg?dl=0,0
G0844W,CHAM, Champ,20W,https://dl.dropboxusercontent.com/s/jp913pmz07seynf/G0844%20Champ_wm.jpg?dl=0,0
G0844W,CHAM, Champ,22W,https://dl.dropboxusercontent.com/s/jp913pmz07seynf/G0844%20Champ_wm.jpg?dl=0,0
G0844W,CHAM, Champ,24W,https://dl.dropboxusercontent.com/s/jp913pmz07seynf/G0844%20Champ_wm.jpg?dl=0,0
G0844W,CHAM, Champ,26W,https://dl.dropboxusercontent.com/s/jp913pmz07seynf/G0844%20Champ_wm.jpg?dl=0,0
G0844W,GLD/BLK, Gold-blk,14W,https://dl.dropboxusercontent.com/s/snioj559bmsdkkz/G0844%20Gold-blk_back_wm.jpg?dl=0,back
G0844W,GLD/BLK, Gold-blk,14W,https://dl.dropboxusercontent.com/s/488pj3l8x63ynh1/G0844%20Gold-blk_cami_wm.jpg?dl=0,cami
