Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,"SEO Title,SEO Description",Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
0654-WHT,0654-WHT,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,WHT,SIZE,0,,,0654-WHT,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/xueyw7arwacunlc/0654%20white_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0655-NAVY,0655-NAVY,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,NAVY,SIZE,0,,,0655-NAVY,,,0,deny,manual,0,,TRUE,FALSE,,NO URL,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0655-RYL,0655-RYL,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,RYL,SIZE,0,,,0655-RYL,,,0,deny,manual,0,,TRUE,FALSE,,NO URL,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0655-WHT,0655-WHT,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,WHT,SIZE,0,,,0655-WHT,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/i6kmnoj8oc2ewpg/0655%20white_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0708-NAVY,0708-NAVY,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,NAVY,SIZE,0,,,0708-NAVY,,,0,deny,manual,0,,TRUE,FALSE,,NO URL,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0710-CHOCO,0710-CHOCO,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,CHOCO,SIZE,0,,,0710-CHOCO,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/l9989fk6ua9x2q7/0710%20chocolate_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0710-IVY,0710-IVY,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,IVY,SIZE,0,,,0710-IVY,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/pze99k48nipdcho/0710%20ivory_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0710-NAVY,0710-NAVY,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,NAVY,SIZE,0,,,0710-NAVY,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/ql3s0fm8pzzh2eg/0710%20navy_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0710-RYL,0710-RYL,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,RYL,SIZE,0,,,0710-RYL,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/cepiig5rizj5ddm/0710%20royal_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0710-WHT,0710-WHT,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,WHT,SIZE,0,,,0710-WHT,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/gvqxxyuqwr3ge9c/0710%20white_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0711A-NAVY,0711A-NAVY,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,NAVY,SIZE,0,,,0711A-NAVY,,,0,deny,manual,0,,TRUE,FALSE,,NO URL,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0711-NAVY,0711-NAVY,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,NAVY,SIZE,0,,,0711-NAVY,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/j9wb24baf6t1bgt/0711%20navy_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0818-NAVY,0818-NAVY,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,NAVY,SIZE,0,,,0818-NAVY,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/q0hu7szxgbl7h4d/0818%20navy_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0822-PEACH,0822-PEACH,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,PEACH,SIZE,0,,,0822-PEACH,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/ozq8ogo9b8khj3z/0822%20peach_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0823-CHOCO,0823-CHOCO,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,CHOCO,SIZE,0,,,0823-CHOCO,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/x27sfu7f6twv77o/0823%20chocolate_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0823-NAVY,0823-NAVY,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,NAVY,SIZE,0,,,0823-NAVY,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/qyvl3brrel4dm3n/0823%20navy_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0823-PURPLE,0823-PURPLE,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,PURPLE,SIZE,0,,,0823-PURPLE,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/0pcvce9hg4rfl75/0823%20purple_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0823-RED,0823-RED,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,RED,SIZE,0,,,0823-RED,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/qijctthpawl75nk/0823%20red_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0823-RYL,0823-RYL,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,RYL,SIZE,0,,,0823-RYL,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/89wspm6u24f5cib/0823%20royal_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
0823-SIL,0823-SIL,,GIOVANNA APPAREL,SUIT,GIOVANNA SIGNATURE,TRUE,COLOR,SIL,SIZE,0,,,0823-SIL,,,0,deny,manual,0,,TRUE,FALSE,,https://dl.dropboxusercontent.com/s/ht6zl5ev2uixua2/0823%20silver_wm.jpg?dl=0,,FALSE,,Adult,Female,Apparel & Accessories > Clothing,,Women suits,,new,FALSE,,,,,,,lb
